,pdcsap_flux,pdcsap_clean,trend,seasonal
1438.2703100277674,1586.4723,0.2760070276251554,1563.6440596124255,22.552233359949227
1438.2716989070934,1572.9591,-1.3009681433859441,1563.649380158014,10.610687985371996
1438.2730877864492,1575.6594,2.4860623593654054,1563.6546938566162,9.518643784018483
1438.274476665805,1567.9053,-1.4533696115770454,1563.6600008558041,5.698668755772747
1438.2758655451898,1569.4688,0.4742483283819183,1563.665301299275,5.3292503723431945
1438.2772544245456,1581.7045,0.8544836480359663,1563.6705953335693,17.17942101839471
1438.2786433039305,1564.2517,-0.3193103040148344,1563.675883105226,0.8951271987890423
1438.2800321833154,1586.2395,3.7003597793664085,1563.6811647591671,18.85797546146629
1438.2814210627002,1576.3246,3.1117372997382517,1563.6864404392009,9.52642226106071
1438.2828099421142,1566.4537,0.9605079723105518,1563.691710278738,1.8014817489514696
1438.284198821499,1577.2867,1.39512857245154,1563.6969744009655,12.194597026583105
1438.285587700913,1566.9438,0.8111312556807206,1563.70223292417,2.4304358201494027
1438.2869765803264,1573.8651,-0.9766438178328372,1563.7074859623133,11.134257855519609
1438.288365459741,1568.6547,-0.473588781190756,1563.712733627452,5.415555153738698
1438.2897543391848,1578.1595,-0.33263988899352626,1563.7179760346291,14.77416385436428
1438.291143218598,1557.5466,-3.65995238872938,1563.7232133015602,-2.516660912830951
1438.2925320980405,1580.7731,10.652864253571124,1563.7284455500485,6.391790196380597
1438.2939209774845,1573.6827,3.914848478660815,1563.7336729084411,6.034178612898069
1438.2953098569571,1572.9022,1.560844381677498,1563.7388954920823,7.602460126240284
1438.2966987363995,1575.2981,0.6222131672986961,1563.7441134029204,10.931773429780723
1438.298087615871,1547.7728,-5.972334478093444,1563.7493267364184,-10.004192258325064
1438.2994764953432,1562.5039,0.3669825880213011,1563.7545355888662,-1.6176181768876081
1438.300865374816,1576.4484,-3.0642448850269375,1563.7597400689879,15.752904816039015
1438.3022542542883,1567.9768,4.127724364007236,1563.7649402900718,0.08413534592095354
1438.3036431337605,1554.8031,-0.7370789678345773,1563.770136370846,-8.229957403011449
1438.3050320132616,1583.6047,4.56487593796578,1563.7753284232042,15.264495638830068
1438.3064208927628,1569.624,1.6433117223534737,1563.7805165563261,4.200171721320422
1438.307809772264,1587.4276,24.454644711182482,1563.7857008687079,-0.8127455798902989
1438.3091986517654,1558.8749,-0.14174105837764728,1563.7908814523007,-4.774240393923036
1438.3105875312958,1564.5474,3.187615231522841,1563.7960583982942,-2.436273629817134
1438.3119764108255,1560.6963,1.0237792888037802,1563.8012317965442,-4.128711085347939
1438.313365290356,1568.9414,8.75268385795016,1563.8064017287174,-3.6176855866675948
1438.314754169887,1563.4055,1.603714606565518,1563.8115682685427,-2.009782875108157
1438.3161430494174,1552.3225,-2.393107563696958,1563.8167314741236,-9.101123910426601
1438.3175319289762,1562.8385,1.2363961513008235,1563.8218913972485,-2.219787548549175
1438.3189208085073,1567.1633,-0.06812082499845928,1563.8270480935691,3.4043727314292433
1438.3203096880677,1571.9869,3.7264809509192673,1563.8322016168336,4.428217432247193
1438.3216985676263,1562.3816,0.3080645911124975,1563.8373520176401,-1.7638166087527813
1438.3230874472142,1551.1293,-2.8156659937026234,1563.8424993372969,-9.897533343594183
1438.3244763267735,1554.4136,-0.6626000283204121,1563.8476436152794,-8.771443586958885
1438.325865206363,1569.3108,6.495481800194739,1563.85278489766,-1.037466697854833
1438.3272540859516,1567.5781,4.14191491613451,1563.8579232302652,-0.4217381463998833
1438.3286429655402,1560.4857,-1.6444762209962391,1563.8630586436182,-1.7328824226218882
1438.3300318451288,1562.4293,0.7111642914276217,1563.8681911557917,-2.1500554472193483
1438.3314207247458,1561.7263,-1.114067490920661,1563.8733207851997,-1.0329532942790305
1438.3328096043344,1561.5299,-1.0473970360537805,1563.8784475493285,-1.3011505132746741
1438.3341984839528,1557.9659,0.17603386857149417,1563.883571467747,-6.093705336318533
1438.3355873635703,1567.9606,8.091724826029122,1563.8886925623963,-4.019817388425326
1438.336976243217,1566.4429,2.803600163744477,1563.893810851169,-0.25451101491348005
1438.3383651228344,1551.7664,1.146587464083268,1563.89892633551,-13.279113799593192
1438.339754002482,1549.4373,-0.4245557794049546,1563.9040390046769,-14.04218322527184
1438.341142882129,1557.703,1.916981291561342,1563.90914884211,-8.123130133671351
1438.3425317617748,1550.8435,-4.434302401686864,1563.9142558288872,-8.636453427200529
1438.3439206414216,1575.6901,3.1706677207751,1563.9193599424702,8.600072336754591
1438.345309521069,1563.1754,-0.36846005008055727,1563.9244611656313,-0.38060111555061776
1438.346698400745,1565.4978,2.3081511824177596,1563.9295594747052,-0.7399106571227893
1438.3480872804205,1558.6792,2.588131711809183,1563.9346548419023,-7.843586553711512
1438.3494761600962,1559.7567,2.4988984279091255,1563.9397472305675,-6.681945658476625
1438.3508650397728,1553.5913,-4.139154137802052,1563.94483659272,-6.214382454918098
1438.352253919449,1557.083,1.7022864588407174,1563.9499228727916,-8.56920933163214
1438.353642799153,1562.9087,0.7033699081885061,1563.955006019824,-1.7496759280125427
1438.355031678858,1559.8549,-2.271778510561944,1563.9600859782436,-1.8334074676816918
1438.356420558534,1563.7281,-0.3325525425786964,1563.9651626886546,0.09548985392418263
1438.357809438268,1556.9967,-1.2753837310017389,1563.9702360946042,-5.698152363602438
1438.3591983179738,1555.3977,2.418393034896326,1563.9753061403903,-10.995999175286626
1438.3605871976788,1554.5415,2.1336614414119595,1563.9803727698625,-11.572534211274334
1438.3619760774122,1547.7378,-1.0836825446390321,1563.9854359179344,-15.163953373295278
1438.3633649571464,1556.9224,2.4263065894808733,1563.9904955106592,-9.494402100140249
1438.3661427166153,1552.0383,-5.970657140385583,1563.9955514712285,-5.98659433084295
1438.3675315963778,1561.2327,2.292838446340511,1564.000603717689,-5.060742164029621
1438.368920476111,1558.6692,-2.4675478893934724,1564.0056521747538,-2.8689042853602897
1438.370309355875,1564.6759,0.5868816504441838,1564.0106967632557,0.07832158630009665
1438.3716982356389,1556.6483,-2.7042211209272864,1564.0157374055211,-4.663216284593773
1438.3730871154014,1554.2385,0.32085160680094305,1564.020774022787,-10.103125629588027
1438.3744759951935,1562.7991,4.369105658922308,1564.0258065396924,-5.5958121986147855
1438.3758648749576,1565.0134,2.223950234475069,1564.0308348764115,-1.2413851108866167
1438.37725375475,1574.2125,2.4179994828309646,1564.0358589380967,7.75864157907241
1438.3786426345416,1558.0684,3.599409746905394,1564.0408786166433,-9.571888363548654
1438.380031514334,1566.2736,1.5866064288779853,1564.0458937903056,0.641099780816458
1438.3814203941265,1556.76,1.3989086460819635,1564.050904321629,-8.68981296771115
1438.3828092739475,1555.8451,-6.13529109907995,1564.0559100612807,-2.0755189622007713
1438.3841981537407,1571.4332,4.428509845313556,1564.0609108536373,2.9437793010491045
1438.3855870335622,1556.3516,-0.8209105381531572,1564.0659065479754,-6.8933960098223634
1438.386975913383,1567.2861,0.9463966285384231,1564.0708969818495,2.2688063896121395
1438.3883647932037,1568.2563,1.8989426276145878,1564.0758819866055,2.2814753857799652
1438.3897536730549,1561.2407,1.1195422982912078,1564.0808613849642,-3.9597036832554795
1438.391142552877,1566.4575,-0.05522333354588227,1564.0858349874923,2.4268883460535355
1438.3925314327269,1565.6226,-0.638683431037407,1564.0908025945098,2.1704808365276094
1438.3939203125767,1561.6935,-3.0086219233176053,1564.0957639999556,0.6063579233621454
1438.395309192428,1569.5349,1.658075219049806,1564.100718995323,3.7761057856273155
1438.3966980722792,1567.8566,0.9627464433553996,1564.1056673732164,2.7881861834283437
1438.398086952129,1563.5605,-0.13226962633711992,1564.110608916575,-0.4178392902378968
1438.3994758320086,1565.8225,1.7530706239567735,1564.1155433978477,-0.046114021804527075
1438.4008647118883,1567.2194,-4.044534741803545,1564.1204705809798,7.143464160823752
1438.402253591768,1562.5938,-5.320937351821385,1564.1253902204505,3.7893471313710587
1438.4036424716476,1565.0614,-0.3164696320798157,1564.1303020762068,1.2475675558730965
1438.4050313515272,1573.1852,-3.691629610029395,1564.1352059174267,12.741623692602671
1438.406420231436,1563.5383,-3.074584140718798,1564.1401015133465,2.472782627372123
1438.4078091113156,1583.4576,-2.194746912043229,1564.1449886391426,21.507358272900436
1438.410586871133,1576.9404,4.585102653343029,1564.1498670766305,8.205430270026373
1438.4119757510418,1575.5731,3.0104161268850476,1564.1547366070279,8.407947266087076
1438.413364630979,1574.2625,-1.6193679435814374,1564.1595969921793,11.722270951402056
1438.4147535108884,1584.1749,-2.2178198999217784,1564.1644479760764,22.22827192384524
1438.416142390827,1563.4723,-7.057407725550775,1564.169289299572,6.360418425978578
1438.417531270764,1562.6803,1.2720849882080074,1564.1741207081511,-2.7659056963592437
1438.4189201507013,1569.0615,2.5639753623345314,1564.1789419573206,2.318582680344988
1438.4203090306398,1580.6261,1.1058266998488762,1564.1837527937412,15.336520506409924
1438.4216979105784,1582.1379,0.43325320742314943,1564.1885529466938,17.516093845883
1438.4230867905446,1563.668,-5.211325958483712,1564.1933421314259,4.685983827057634
1438.424475670511,1569.0151,-2.6450237387471134,1564.1981200559337,7.4620036828134815
1438.4258645504488,1569.7919,-3.458820510055375,1564.2028864360739,9.047834073981551
1438.4272534304164,1564.5087,-8.65146275346001,1564.2076409943604,8.952521759099632
1438.4286423104122,1581.9513,5.962944326456409,1564.2123834630106,11.775972210533007
1438.4300311903792,1562.0471,-2.991000639796539,1564.2171135837962,0.8209870560004232
1438.4314200703752,1570.1035,-2.3973421361934015,1564.2218310814271,8.279011054766261
1438.4328089503422,1571.1067,-3.0360069893197306,1564.2265356802916,9.916171309028073
1438.4341978303382,1582.5786,2.007972743175742,1564.2312271099988,16.33940014682555
1438.4355867103343,1564.8158,-5.252236552191562,1564.2359051029077,5.832131449284011
1438.4369755903597,1575.8466,2.083892812501972,1564.240569382968,9.522137804529997
1438.4383644703548,1560.4297,-0.5392636117451275,1564.2452196785625,-3.2762560668174343
1438.439753350381,1561.2104,-0.7028430064005988,1564.2498557068623,-2.336612700461785
1438.4411422303774,1573.3826,1.1708628670558028,1564.2544771768737,7.957259956070396
1438.442531110402,1564.1608,-5.2865608756110305,1564.2590837902114,5.188277085399684
1438.4439199904264,1565.3961,-1.1422057333029443,1564.2636752390313,2.2746304942716664
1438.4453088704522,1572.5962,2.143452321965242,1564.2682512224062,6.184496455628477
1438.4466977505072,1582.2819,-0.9000850154834552,1564.272811435772,18.909173579711414
1438.4480866305316,1581.6541,4.3891667131717895,1564.277355557264,12.98757772956421
1438.4494755105852,1573.7112,5.125133217181656,1564.2818832504488,4.304183532369593
1438.4508643906397,1582.3649,4.821637014684711,1564.2863941459839,13.256868839331444
1438.4522532706944,1570.1807,0.821152350039938,1564.2908878325225,5.06865981743749
1438.4536421507487,1565.9406,-0.4054343982286355,1564.2953638577003,2.0506705405283228
1438.455031030832,1572.223,-0.5852554907762624,1564.2998217412771,8.508433749499131
1438.4564199108863,1566.978,0.03882819892965017,1564.304260982258,2.63491081881241
1438.4578087909697,1576.6217,1.8042633815412046,1564.3086810587417,10.508755559716985
1438.459197671053,1574.8193,1.213091946306804,1564.3130814217625,9.293126631930875
1438.4605865511364,1571.2578,-1.604300272157161,1564.317461485338,8.54463878681927
1438.4619754312198,1557.8048,-2.3961705748843087,1564.3218206274457,-4.120850052561462
1438.4633643113025,1575.7655,0.43559209823001765,1564.3261582016391,11.003749700130776
1438.464753191415,1570.2588,2.176802722006869,1564.3304735385548,3.751523739438446
1438.466142071499,1543.8518,-41.444380219121285,1564.3347659296896,20.961414289431445
1438.4675309516117,1567.4718,-0.5908097118685873,1564.3390346153687,3.7235750964999195
1438.4689198317233,1561.3713,1.5147729638188139,1564.3432787898055,-4.4867517536243495
1438.4703087118355,1559.0565,-2.6487012724712713,1564.3474976003865,-2.6422963279152705
1438.471697591978,1554.641,-4.368475902097998,1564.3516901393205,-5.34221423722227
1438.4730864720905,1571.6034,2.163896299764474,1564.3558554591314,5.0836482411040524
1438.4744753522314,1567.1505,2.133885132443311,1564.3599925740518,0.6566222935047341
1438.4758642323438,1575.4095,-1.6968564961546235,1564.3641004271594,12.742256068995255
1438.477253112486,1570.1234,4.4919801071964685,1564.3681778821317,1.2632420106717626
1438.4786419926277,1568.6968,0.1351089002578192,1564.3722237302527,4.1894673694895115
1438.4814197529392,1563.2136,-2.722787171671598,1564.3762366644999,1.5601505071718733
1438.48280863311,1559.1063,-1.1039007207698432,1564.3802152903943,-4.170014569624525
1438.4841975132515,1559.7418,1.4449649366845279,1564.3841581393817,-6.087323076066253
1438.4855863934229,1556.7866,2.2686767862167017,1564.3880636562178,-9.870140442434602
1438.4883641537635,1554.4359,-3.3117832252150947,1564.3919301761364,-6.6442469509213575
1438.4911419141345,1572.3682,2.710299911467928,1564.3957559186333,5.262144169898632
1438.4925307943345,1574.9042,8.498052400485449,1564.3995390044631,2.006608595051397
1438.4939196745042,1564.9822,1.9204807026937942,1564.4032774211403,-1.3415581238342453
1438.495308554704,1568.8907,5.669804415714225,1564.4069689972382,-1.186073412952555
1438.4966974349045,1557.6438,-0.7202648389240949,1564.4106114106557,-6.046546571731485
1438.4980863151334,1569.3245,4.049223333466898,1564.4142021820242,0.8610744845088817
1438.4994751953325,1558.4142,1.7335005269792418,1564.4177386970705,-7.737039224049702
1438.5008640755614,1557.7137,0.3251058600203578,1564.421218192388,-7.032624052408436
1438.5022529557618,1557.7831,0.18268339180735893,1564.424637768218,-6.824221160025327
1438.5036418359907,1556.8208,-1.997320831047091,1564.4279944104583,-5.609873579411113
1438.505030716219,1560.207,-1.6411103857801663,1564.4312850121219,-2.5831746263416857
1438.5064195964478,1562.4447,-1.1462110709023818,1564.4345064085198,-0.8435953376173755
1438.5078084767058,1553.5842,-2.226443734531358,1564.4376554057187,-8.627011671187338
1438.5091973569347,1557.9529,0.02376868242663477,1564.4407288137731,-6.51159749619982
1438.5105862371934,1558.6431,-4.43524599923694,1564.4437234935324,-1.365377494295536
1438.5119751174225,1562.2686,3.4671409255984145,1564.4466364038012,-5.645177329399623
1438.5133639976796,1551.3193,-3.99314195316515,1564.4494646792868,-9.137022726121627
1438.5147528779376,1553.5098,-3.5879938139435126,1564.4522056738947,-7.354411859951211
1438.5161417581962,1545.3477,-1.5349148009590863,1564.4548570914271,-17.572242290468
1438.517530638483,1564.0037,9.299361453352958,1564.4574171024428,-9.753078555795764
1438.5189195187406,1549.3363,1.0661063971765543,1564.4598844406073,-16.18969083778389
1438.520308399027,1562.4554,5.173726900468409,1564.4622584916583,-7.18058539212655
1438.5216972793148,1541.8728,-2.435797703667504,1564.4645394652541,-20.15594176158654
1438.5230861596026,1557.0546,1.8352353380964814,1564.4667285680048,-9.247363906101253
1438.524475039889,1563.8734,1.8753756659682495,1564.4684188352228,-2.4703945011910458
1438.525863920176,1549.295,-3.1648032049538415,1564.4700788475723,-12.010275642618284
1438.527252800464,1556.396,-2.330398478030702,1564.4717090567108,-5.745310578680116
1438.52864168078,1547.3307,-3.584064751681126,1564.4733101113447,-13.558545359663707
1438.5300305610665,1553.0691,-0.3983651330254361,1564.474882538628,-11.007417405602526
1438.5314194413827,1552.4924,0.6143819345795691,1564.4764269902007,-12.598408924780161
1438.532808321699,1561.4551,0.34255485518838213,1564.4779441043554,-3.365398959543937
1438.534197202015,1559.2882,-0.31652853668401804,1564.4794342803302,-4.874705743646213
1438.5355860823604,1583.2196,6.653491229493284,1564.480897592371,12.085211178135506
1438.5369749626766,1557.2179,-2.41984741739293,1564.482334087026,-4.844586669633008
1438.5383638429928,1552.1886,-5.704879469347361,1564.4837437133192,-6.590264243971833
1438.539752723338,1556.6519,11.91520163594896,1564.485126611578,-19.748428247526892
1438.541141603684,1566.1532,23.14010066499941,1564.4864827723231,-21.47338343732258
1438.5425304840294,1563.9517,0.23452286327483307,1564.4878119642078,-0.7706348274825121
1438.543919364374,1565.9611,8.11659523071694,1564.489114153435,-6.644609384151959
1438.5453082447186,1564.1759,10.031699715907735,1564.4903896177373,-10.34618933364493
1438.5466971250646,1557.1406,4.65900225531982,1564.491638747396,-12.010041002715871
1438.5480860054397,1560.7269,0.34965144217585475,1564.4928617844316,-4.115613226607613
1438.5494748858134,1559.4635,-3.4841136701800224,1564.4940590037643,-1.546445333584184
1438.5508637661587,1562.2013,-2.0809793016026106,1564.4952308004385,-0.21295149883602366
1438.552252646533,1568.0874,-4.490578156676293,1564.4963777491676,8.081600407508612
1438.5536415269073,1554.0325,-1.18035490713919,1564.497500447307,-9.284645540167807
1438.5550304073108,1549.1348,-16.139424380723767,1564.4985998287466,0.7756245519772618
1438.5564192876852,1566.1805,18.621521008613627,1564.4996768349602,-16.94069784357383
1438.5578081680887,1552.4076,-0.12783877781907904,1564.5007325050283,-11.96529372720931
1438.5591970484631,1567.2003,5.523367237131652,1564.5017681042111,-2.8248353413428635
1438.5605859288669,1563.7673,0.563753058203929,1564.50278504831,-1.2992381065139753
1438.5619748092702,1572.4054,23.43548500815791,1564.5037845073784,-15.53386951553621
1438.5633636896737,1567.8055,-0.2690194898532354,1564.5047676529186,3.569751836934582
1438.5647525700765,1547.4653,-14.422001762652144,1564.5057359698544,-2.6184342072021134
1438.5661414504807,1570.1954,-0.3502182617580729,1564.5066910594312,6.038927202326899
1438.567530330914,1557.7859,-4.38728351388113,1564.5076343956903,-2.334450881809115
1438.5689192113168,1571.9181,-2.436576949872915,1564.5085675810562,9.846109368816816
1438.5703080917488,1565.2894,3.047196968798289,1564.5094925389808,-2.2672895077792825
1438.571696972182,1555.8459,-3.745005140091507,1564.5104113791208,-4.919506239029363
1438.5730858526151,1560.7861,5.151621261482887,1564.5113262539207,-8.876847515403506
1438.5744747330473,1571.2654,2.5931657633555005,1564.5122392536719,4.159994982972584
1438.5758636134792,1569.5216,1.1998992377655213,1564.5131522428687,3.8085485193658655
1438.577252493941,1559.8832,-2.9305484474123205,1564.5140667540438,-1.7003183066314298
1438.5786413743742,1572.8728,7.615865611657,1564.5149843897495,0.7419499985935304
1438.580030254836,1577.108,8.201579205392136,1564.515906762511,4.39051403209701
1438.5814191352977,1592.8655,25.643526706256125,1564.516835244905,2.705138048838989
1438.5828080157594,1561.1249,-8.788511639600074,1564.5177710206938,5.395640618906237
1438.584196896221,1559.324,-3.073516025178833,1564.5187151060798,-2.121199080900801
1438.5855857766828,1568.6212,1.5205968924367426,1564.519668459861,2.5809346477024504
1438.5869746571443,1581.7369,22.304390858492297,1564.520632068267,-5.088122926759256
1438.5883635376354,1580.6367,24.254856491297005,1564.5216065597535,-8.13976305105053
1438.5897524181255,1571.4659,2.300360761687898,1564.5225922241323,4.642947014179839
1438.5911412985872,1584.6461,26.503382896600442,1564.5235890352833,-6.38087193188382
1438.5925301790787,1560.7061,-14.502941544631312,1564.5245965966026,10.684444948028782
1438.5939190595695,1564.0787,-1.685037466255153,1564.5256145166309,1.2381229496243449
1438.5953079400597,1582.5001,5.584459652393889,1564.5266422670668,12.388998080539224
1438.5966968205803,1560.1592,-5.994949117826081,1564.5276793348933,1.6264697829328885
1438.5980857010718,1575.0256,4.98085973521961,1564.5287252346536,5.51601503012671
1438.6008634620812,1571.0317,-0.9452801760594411,1564.5297796452865,7.447200530773046
1438.602252342601,1590.545,8.235302476079823,1564.5308423839251,17.778855139995063
1438.6036412231217,1582.4288,7.375025848559517,1564.5319132246586,10.521860926781699
1438.6050301036416,1557.4132,-14.533110980047695,1564.5329919578978,7.413319022149822
1438.6064189841616,1563.2854,1.3910635680351788,1564.5340785371882,-2.639742105223285
1438.6078078646815,1569.3857,1.407878999662671,1564.5351730815028,3.4426479188345103
1438.6091967452303,1565.0782,2.7333544961102234,1564.5362757974096,-2.1914302935199403
1438.6105856257504,1588.2285,25.05460317596112,1564.5373871393429,-1.3634903153039974
1438.6119745062997,1584.9056,3.8768310157154247,1564.5385076691728,16.490261315111933
1438.6147522673966,1577.2656,3.250697532634831,1564.5396377362597,9.475264731105451
1438.6161411479457,1567.8778,-3.6683710968377454,1564.5407777718062,7.005393325031484
1438.6175300284954,1573.402,6.658203329304342,1564.5419281533793,2.201868517316474
1438.6189189090735,1590.0807,22.40902206824512,1564.5430889722033,3.1285889595514087
1438.6203077896218,1577.6548,0.14003868874647196,1564.5442601043785,12.970501206875115
1438.621696670201,1564.9618,-0.02250580737927521,1564.5454410348916,0.43886477248768446
1438.6230855507504,1573.4139,-4.93278486400618,1564.546631430368,13.80005343363804
1438.6244744313278,1567.6226,-4.874575997381271,1564.547831157714,7.949344839667314
1438.6258633119053,1568.842,2.7211487031011075,1564.54904023296,1.5718110639390783
1438.6272521924834,1574.1125,0.2770616230639007,1564.550258389245,9.285179987691032
1438.6286410730622,1568.277,1.6511208824549612,1564.551484918781,2.074394198764188
1438.6300299536697,1573.481,-0.536410696136727,1564.5527188015637,9.464691894572935
1438.631418834247,1571.4122,-0.11399889232052374,1564.553958558413,6.972240333907581
1438.6328077148542,1557.1859,-18.605216672292727,1564.5552026116582,11.235914060634501
1438.634196595462,1567.8612,4.0214226021003014,1564.5564492197764,-0.716671821876648
1438.6355854760402,1563.2471,-4.73111662717838,1564.5576965142575,3.4205201129208764
1438.6369743566474,1566.9271,-2.15112720474076,1564.5589424697841,4.5192847349566385
1438.638363237255,1559.6088,-7.962132002468934,1564.560185021217,3.0107469812519323
1438.6397521178903,1572.5941,-0.12088193695444716,1564.5614221096255,8.153559827328955
1438.6411409984976,1572.3264,12.133796350675311,1564.5626517601597,-4.370048110835157
1438.6425298791055,1580.4034,20.246932648651637,1564.5638720297056,-4.407404678357324
1438.6439187597418,1581.1162,5.26029064614022,1564.5650808650437,11.290828488815926
1438.6453076403775,1556.6061,-8.036436463007021,1564.566275948805,0.076260514202032
1438.6466965210138,1569.736,14.55935649266803,1564.5674547101464,-9.390811202814245
1438.6480854016218,1570.2635,-3.0280495143708777,1564.5686147822812,8.722934732089664
1438.6494742822872,1562.4825,-2.5240199175464113,1564.5697539398413,0.4367659777051528
1438.6508631629229,1564.4891,1.5021643974823746,1564.5708701002254,-1.583934497707806
1438.6522520435592,1559.1002,0.6750976550802079,1564.5719611718457,-6.146858826925896
1438.6536409241962,1560.7529,-1.0044949913628898,1564.5730246983978,-2.8156297070349083
1438.6550298048617,1556.9823,-3.309547583308813,1564.5740580367428,-4.282210453434147
1438.6564186855264,1551.2491,-6.045197855191191,1564.575058990372,-7.280761135180959
1438.6578075661628,1553.5554,-9.831267231696756,1564.5760256738613,-1.1893584421644743
1438.659196446829,1564.0518,7.4617988512100055,1564.5769563955678,-7.986955246777755
1438.6605853274943,1563.677,0.8851733245780906,1564.5778495810825,-1.7860229056607453
1438.661974208189,1565.3599,0.6838454747426113,1564.578703616748,0.09735090850928857
1438.6633630888543,1562.4005,-2.17796091358764,1564.579516854285,-0.0010559406972978323
1438.664751969519,1562.2383,1.775950294110089,1564.5802875134227,-4.117937807532929
1438.6661408502137,1560.8043,5.427150779654767,1564.5810138363486,-9.203864616003369
1438.6675297308798,1560.0189,4.004232656049453,1564.5816942060137,-8.56702686206312
1438.6689186115743,1552.5277,-7.722665574108078,1564.5823269055966,-4.331961331488467
1438.6703074922682,1557.7083,-4.07656677316686,1564.5829101580932,-2.798043384926309
1438.6716963729627,1564.8303,3.3887583361863562,1564.5834421318464,-3.1419004680327105
1438.673085253658,1561.9159,2.1280402236313876,1564.5839210329116,-4.796061256543
1438.6744741343523,1563.8602,2.1967562981128594,1564.5843450893346,-2.9209013874474996
