time,pdcsap_flux
1442.0008468670007,1568.3827098482159
1442.0022357495875,1550.0049360103126
1442.0036246321456,1569.3616784246958
1442.0050135147312,1564.4113115656126
1442.0064023972884,1577.653603208688
1442.0077912798747,1552.9224144309273
1442.009180162432,1567.657799610714
1442.0105690450182,1552.410406427811
1442.0119579276045,1555.5679758633607
1442.0133468101617,1563.0570421998837
1442.014735692748,1570.5675330212805
1442.016124575306,1556.6048692128302
1442.0175134578922,1549.715064961191
1442.018902340449,1562.6309277544005
1442.020291223035,1559.122258381875
1442.021680105622,1567.8364509344103
1442.0230689881791,1568.1308928041808
1442.0244578707648,1564.0917646847402
1442.0258467533215,1566.7030405710213
1442.0272356359087,1570.453687759336
1442.028624518495,1558.8373668473753
1442.0300134010515,1583.3808317342093
1442.0314022836385,1570.0464296202867
1442.0327911661964,1568.7131010074363
1442.034180048782,1562.226679698865
1442.0355689313385,1569.231292799159
1442.0369578139248,1556.886960714284
1442.0383466965118,1563.1233971515846
1442.039735579069,1563.155609119784
1442.0411244616546,1564.5932969289852
1442.0425133442118,1575.7400541906695
1442.0439022267988,1556.5574678176984
1442.045291109385,1577.0235180243112
1442.0466799919425,1562.0221783261272
1442.0480688745286,1580.5032155401443
1442.0494577570855,1569.4961897847397
1442.050846639672,1584.8238544796695
1442.0522355222583,1589.8478563460692
1442.0550132874018,1580.441735406453
1442.056402169959,1578.0087249847145
1442.057791052545,1575.2884517061261
1442.0591799351316,1580.9049354973395
1442.060568817688,1576.0329895863854
1442.0619577002751,1573.5210205026735
1442.063346582833,1571.0546280769927
1442.0647354654186,1592.5568054415107
1442.0661243480042,1593.9715390297752
1442.067513230562,1588.1205085767117
1442.068902113149,1578.6056871186252
1442.0702909957056,1576.4559409932003
1442.071679878292,1582.9024298395002
1442.0730687608789,1582.2530065979677
1442.074457643436,1570.8295175104236
1442.0758465260217,1575.559202120069
1442.0772354085789,1573.3906932714833
1442.078624291166,1592.211217110625
1442.080013173752,1587.9049930848325
1442.081402056309,1581.4550339428222
1442.082790938895,1586.8980457346904
1442.0841798214813,1584.0891278119118
1442.0855687040385,1582.0660728273406
1442.0869575866254,1588.5281667352103
1442.0883464691824,1585.998888791133
1442.089735351768,1592.6046115520996
1442.0911242343543,1568.3821008764814
1442.0925131169122,1595.763015924027
1442.0939019994985,1586.719609155866
1442.095290882055,1589.2146263345053
1442.0966797646413,1594.4083065238317
1442.0980686472285,1605.5713820891112
1442.0994575297857,1594.585978696989
1442.100846412371,1594.0675153154887
1442.102235294958,1593.4542042140135
1442.103624177516,1594.5504509633456
1442.1050130601016,1596.617954435646
1442.106401942658,1602.6597068044553
1442.1077908252444,1586.7679935446927
1442.1091797078311,1586.8256934326569
1442.1105685903883,1601.9432785460249
1442.1119574729742,1601.459714263854
1442.1133463555605,1591.1253592665796
1442.1147352381183,1585.0849655360166
1442.1161241207046,1596.8809783553586
1442.1175130032618,1605.5457363091787
1442.118901885848,1587.654171283429
1442.1202907684344,1599.9874084654402
1442.1216796509916,1583.2935663439232
1442.123068533578,1596.4225567089668
1442.1244574161642,1600.8264846520392
1442.1258462987214,1606.9037485659885
1442.1272351813084,1602.0239401450403
1442.1286240638656,1606.3214443848008
1442.1300129464512,1603.3052395822544
1442.1314018290368,1601.3796973357646
1442.132790711595,1600.026182545075
1442.1341795941817,1582.2818534113067
1442.1355684767673,1600.6219614369609
1442.1369573593238,1597.543651425918
1442.1383462419108,1591.8609614834365
1442.1397351244975,1595.2281230161555
1442.1411240070545,1615.8745607320916
1442.1425128896406,1638.247056540157
1442.1439017721984,1605.4965087498047
1442.1452906547847,1603.9795689170046
1442.1466795373703,1604.0134637725262
1442.1480684199275,1598.201113778368
1442.1494573025143,1598.9506404723427
1442.1508461851008,1598.5480664535025
1442.152235067657,1594.6108153677615
1442.1536239502434,1590.8189118937125
1442.1550128328304,1596.624281728639
1442.1564017153878,1604.1255515747118
1442.157790597974,1602.9228491253773
1442.159179480531,1595.2157030519274
1442.160568363117,1582.1693429902525
1442.161957245703,1588.5106995277745
1442.1633461282609,1603.124104190555
1442.1647350108472,1593.6213894305806
1442.1661238934328,1585.8599886132188
1442.16751277599,1580.9308360048435
1442.168901658577,1600.8877667606316
1442.1702905411632,1603.08991691252
1442.1716794237198,1590.1626233573293
1442.1730683063067,1597.3509238450474
1442.1744571888646,1598.075256967272
1442.1758460714502,1593.7128621458094
1442.1772349540358,1581.4587796214275
1442.1786238365935,1595.7117504427636
1442.1800127191807,1599.5023164553777
1442.1814016017663,1592.2985202909601
1442.1827904843235,1580.9568053566807
1442.1841793669098,1606.024315824683
1442.185568249496,1596.4332966217248
1442.1869571320533,1593.149693418953
1442.1883460146396,1596.026052621822
1442.189734897226,1603.4077213601458
1442.191123779783,1587.9658474782868
1442.1925126623694,1587.8687795254755
1442.1939015449557,1592.2669667462633
1442.1952904275129,1594.3393590711046
1442.1966793100992,1598.2038071070642
1442.198068192657,1588.4256621286527
1442.1994570752431,1589.7772760687876
1442.200845957829,1594.0758015098716
1442.2022348403862,1583.6251916749982
1442.2036237229731,1591.0836004192718
1442.2050126055594,1603.289182221247
1442.206401488116,1597.6404921744852
1442.2077903707016,1603.4467859792226
1442.2091792532883,1599.2597199341542
1442.2105681358464,1602.6793509283273
1442.211957018432,1614.3980364331455
1442.2133459010183,1596.130134494481
1442.2147347835762,1591.3435037248928
1442.2161236661625,1598.5371032959529
1442.217512548748,1587.3056929306733
1442.218901431305,1594.232632896038
1442.220290313892,1589.5434839956354
1442.2216791964493,1596.3323075623894
1442.2230680790349,1633.9541654513916
1442.2244569616212,1616.4793200328284
1442.225845844179,1618.0092341850045
1442.2272347267651,1602.646371287461
1442.2286236093516,1598.1311952141878
1442.2300124919088,1603.2699703269257
1442.2314013744951,1618.9047614685621
1442.2327902570814,1594.895533956613
1442.2341791396386,1606.0349535767964
1442.235568022225,1596.0861865766906
1442.2369569048103,1610.23769965948
1442.2383457873675,1586.245759977784
1442.2397346699547,1595.0930351275708
1442.241123552541,1594.4492931421535
1442.2425124350975,1607.131002486267
1442.2439013176845,1597.5410320502256
1442.2452902002424,1578.8798511441596
1442.246679082828,1593.1124294923302
1442.2480679654136,1589.2351372275214
1442.2494568479715,1586.4955448855076
1442.2508457305585,1596.0240233995962
1442.252234613144,1574.4639440952446
1442.2536234957013,1591.06177868475
1442.2550123782885,1592.94879926201
1442.2564012608746,1598.5528782973568
1442.257790143431,1582.8777886324583
1442.2591790260174,1570.6587034752908
1442.2605679086037,1597.5677963951791
1442.2619567911609,1591.4240413179014
1442.2633456737472,1585.3614125208653
1442.2647345563337,1586.4785846283448
1442.2661234388906,1577.8609326067844
1442.267512321477,1587.1268317601657
1442.2689012040348,1583.4228577254373
1442.2702900866211,1586.6329864680054
1442.2716789692067,1600.626194277288
1442.273067851764,1584.528257762327
1442.274456734351,1590.3093538474604
